Year,STATE/UT,DISTRICT,Assault_on_women_with_intent_to_outrage_her_modesty
2001,jammu&kashmir,kulgam,7
2002,jammu&kashmir,kulgam,10
2003,jammu&kashmir,kulgam,23
2004,jammu&kashmir,kulgam,23
2005,jammu&kashmir,kulgam,22
2006,jammu&kashmir,kulgam,44
2007,jammu&kashmir,kulgam,53
2008,jammu&kashmir,kulgam,63
2009,jammu&kashmir,kulgam,73
2010,jammu&kashmir,kulgam,60
2011,jammu&kashmir,kulgam,68
2012,jammu&kashmir,kulgam,96
2013,jammu&kashmir,kulgam,136
2001,himachalpradesh,kullu,12
2002,himachalpradesh,kullu,20
2003,himachalpradesh,kullu,24
2004,himachalpradesh,kullu,11
2005,himachalpradesh,kullu,23
2006,himachalpradesh,kullu,24
2007,himachalpradesh,kullu,22
2008,himachalpradesh,kullu,31
2009,himachalpradesh,kullu,23
2010,himachalpradesh,kullu,23
2011,himachalpradesh,kullu,38
2012,himachalpradesh,kullu,22
2013,himachalpradesh,kullu,44
2001,jammu&kashmir,kupwara,62
2002,jammu&kashmir,kupwara,38
2003,jammu&kashmir,kupwara,68
2004,jammu&kashmir,kupwara,61
2005,jammu&kashmir,kupwara,40
2006,jammu&kashmir,kupwara,77
2007,jammu&kashmir,kupwara,77
2008,jammu&kashmir,kupwara,31
2009,jammu&kashmir,kupwara,20
2010,jammu&kashmir,kupwara,21
2011,jammu&kashmir,kupwara,45
2012,jammu&kashmir,kupwara,53
2013,jammu&kashmir,kupwara,47
2001,andhrapradesh,kurnool,141
2002,andhrapradesh,kurnool,166
2003,andhrapradesh,kurnool,231
2004,andhrapradesh,kurnool,242
2005,andhrapradesh,kurnool,221
2006,andhrapradesh,kurnool,341
2007,andhrapradesh,kurnool,327
2008,andhrapradesh,kurnool,419
2009,andhrapradesh,kurnool,398
2010,andhrapradesh,kurnool,347
2011,andhrapradesh,kurnool,340
2012,andhrapradesh,kurnool,331
2013,andhrapradesh,kurnool,374
2001,haryana,kurukshetra,28
2002,haryana,kurukshetra,20
2003,haryana,kurukshetra,23
2004,haryana,kurukshetra,28
2005,haryana,kurukshetra,24
2006,haryana,kurukshetra,10
2007,haryana,kurukshetra,11
2008,haryana,kurukshetra,11
2009,haryana,kurukshetra,20
2010,haryana,kurukshetra,9
2011,haryana,kurukshetra,22
2012,haryana,kurukshetra,20
2013,haryana,kurukshetra,70
2001,uttarpradesh,kushi_nagar,19
2002,uttarpradesh,kushi_nagar,22
2003,uttarpradesh,kushi_nagar,11
2004,uttarpradesh,kushi_nagar,14
2005,uttarpradesh,kushi_nagar,11
2006,uttarpradesh,kushi_nagar,15
2007,uttarpradesh,kushi_nagar,17
2008,uttarpradesh,kushi_nagar,8
2009,uttarpradesh,kushi_nagar,7
2010,uttarpradesh,kushi_nagar,13
2011,uttarpradesh,kushi_nagar,11
2012,uttarpradesh,kushi_nagar,22
2013,uttarpradesh,kushi_nagar,66
2001,himachalpradesh,lahaul-spiti,0
2002,himachalpradesh,lahaul-spiti,2
2003,himachalpradesh,lahaul-spiti,0
2004,himachalpradesh,lahaul-spiti,0
2005,himachalpradesh,lahaul-spiti,0
2006,himachalpradesh,lahaul-spiti,0
2007,himachalpradesh,lahaul-spiti,1
2008,himachalpradesh,lahaul-spiti,0
2009,himachalpradesh,lahaul-spiti,0
2010,himachalpradesh,lahaul-spiti,1
2011,himachalpradesh,lahaul-spiti,0
2012,himachalpradesh,lahaul-spiti,1
2013,himachalpradesh,lahaul-spiti,0
2001,assam,lakhimpur,22
2002,assam,lakhimpur,63
2003,assam,lakhimpur,44
2004,assam,lakhimpur,46
2005,assam,lakhimpur,34
2006,assam,lakhimpur,38
2007,assam,lakhimpur,47
2008,assam,lakhimpur,24
2009,assam,lakhimpur,42
2010,assam,lakhimpur,60
2011,assam,lakhimpur,57
2012,assam,lakhimpur,25
2013,assam,lakhimpur,55
2001,bihar,lakhisarai,12
2002,bihar,lakhisarai,10
2003,bihar,lakhisarai,0
2004,bihar,lakhisarai,4
2005,bihar,lakhisarai,6
2006,bihar,lakhisarai,10
2007,bihar,lakhisarai,14
2008,bihar,lakhisarai,23
2009,bihar,lakhisarai,25
2010,bihar,lakhisarai,4
2011,bihar,lakhisarai,12
2012,bihar,lakhisarai,3
2013,bihar,lakhisarai,0
2001,lakshadweep,lakshadweep,0
2002,lakshadweep,lakshadweep,1
2003,lakshadweep,lakshadweep,1
2004,lakshadweep,lakshadweep,0
2005,lakshadweep,lakshadweep,0
2006,lakshadweep,lakshadweep,0
2007,lakshadweep,lakshadweep,2
2008,lakshadweep,lakshadweep,0
2009,lakshadweep,lakshadweep,0
2010,lakshadweep,lakshadweep,0
2011,lakshadweep,lakshadweep,0
2012,lakshadweep,lakshadweep,1
2013,lakshadweep,lakshadweep,1
2001,uttarpradesh,lalitpur,26
2002,uttarpradesh,lalitpur,14
2003,uttarpradesh,lalitpur,4
2004,uttarpradesh,lalitpur,11
2005,uttarpradesh,lalitpur,4
2006,uttarpradesh,lalitpur,16
2007,uttarpradesh,lalitpur,16
2008,uttarpradesh,lalitpur,11
2009,uttarpradesh,lalitpur,19
2010,uttarpradesh,lalitpur,17
2011,uttarpradesh,lalitpur,52
2012,uttarpradesh,lalitpur,27
2013,uttarpradesh,lalitpur,50
2001,jharkhand,latehar,0
2002,jharkhand,latehar,4
2003,jharkhand,latehar,5
2004,jharkhand,latehar,4
2005,jharkhand,latehar,2
2006,jharkhand,latehar,1
2007,jharkhand,latehar,2
2008,jharkhand,latehar,10
2009,jharkhand,latehar,4
2010,jharkhand,latehar,0
2011,jharkhand,latehar,4
2012,jharkhand,latehar,6
2013,jharkhand,latehar,19
2001,maharashtra,latur,50
2002,maharashtra,latur,53
2003,maharashtra,latur,49
2004,maharashtra,latur,36
2005,maharashtra,latur,61
2006,maharashtra,latur,53
2007,maharashtra,latur,73
2008,maharashtra,latur,74
2009,maharashtra,latur,49
2010,maharashtra,latur,85
2011,maharashtra,latur,57
2012,maharashtra,latur,61
2013,maharashtra,latur,116
2001,mizoram,lawngtlai,0
2002,mizoram,lawngtlai,4
2003,mizoram,lawngtlai,6
2004,mizoram,lawngtlai,5
2005,mizoram,lawngtlai,6
2006,mizoram,lawngtlai,2
2007,mizoram,lawngtlai,5
2008,mizoram,lawngtlai,2
2009,mizoram,lawngtlai,0
2010,mizoram,lawngtlai,2
2011,mizoram,lawngtlai,0
2012,mizoram,lawngtlai,0
2013,mizoram,lawngtlai,6
2001,jammu&kashmir,leh,1
2002,jammu&kashmir,leh,1
2003,jammu&kashmir,leh,2
2004,jammu&kashmir,leh,3
2005,jammu&kashmir,leh,4
2006,jammu&kashmir,leh,5
2007,jammu&kashmir,leh,4
2008,jammu&kashmir,leh,7
2009,jammu&kashmir,leh,3
2010,jammu&kashmir,leh,3
2011,jammu&kashmir,leh,7
2012,jammu&kashmir,leh,5
2013,jammu&kashmir,leh,2
2001,jharkhand,lohardagga,4
2002,jharkhand,lohardagga,4
2003,jharkhand,lohardagga,4
2004,jharkhand,lohardagga,4
2005,jharkhand,lohardagga,11
2006,jharkhand,lohardagga,20
2007,jharkhand,lohardagga,12
2008,jharkhand,lohardagga,2
2009,jharkhand,lohardagga,5
2010,jharkhand,lohardagga,0
2011,jharkhand,lohardagga,2
2012,jharkhand,lohardagga,6
2013,jharkhand,lohardagga,2
2001,arunachalpradesh,lohit,8
2002,arunachalpradesh,lohit,8
2003,arunachalpradesh,lohit,5
2004,arunachalpradesh,lohit,8
2005,arunachalpradesh,lohit,7
2006,arunachalpradesh,lohit,3
2007,arunachalpradesh,lohit,4
2008,arunachalpradesh,lohit,1
2009,arunachalpradesh,lohit,5
2010,arunachalpradesh,lohit,7
2011,arunachalpradesh,lohit,2
2012,arunachalpradesh,lohit,11
2013,arunachalpradesh,lohit,10
2001,uttarpradesh,lucknow,103
2002,uttarpradesh,lucknow,92
2003,uttarpradesh,lucknow,63
2004,uttarpradesh,lucknow,64
2005,uttarpradesh,lucknow,71
2006,uttarpradesh,lucknow,100
2007,uttarpradesh,lucknow,98
2008,uttarpradesh,lucknow,226
2009,uttarpradesh,lucknow,178
2010,uttarpradesh,lucknow,155
2011,uttarpradesh,lucknow,142
2012,uttarpradesh,lucknow,110
2013,uttarpradesh,lucknow,360
2001,mizoram,lunglei,11
2002,mizoram,lunglei,11
2003,mizoram,lunglei,15
2004,mizoram,lunglei,10
2005,mizoram,lunglei,8
2006,mizoram,lunglei,7
2007,mizoram,lunglei,7
2008,mizoram,lunglei,13
2009,mizoram,lunglei,8
2010,mizoram,lunglei,10
2011,mizoram,lunglei,3
2012,mizoram,lunglei,4
2013,mizoram,lunglei,13
2001,bihar,madhepura,3
2002,bihar,madhepura,7
2003,bihar,madhepura,2
2004,bihar,madhepura,4
2005,bihar,madhepura,6
2006,bihar,madhepura,4
2007,bihar,madhepura,3
2008,bihar,madhepura,10
2009,bihar,madhepura,4
2010,bihar,madhepura,9
2011,bihar,madhepura,0
2012,bihar,madhepura,0
2013,bihar,madhepura,3
2001,bihar,madhubani,41
2002,bihar,madhubani,165
2003,bihar,madhubani,112
2004,bihar,madhubani,121
2005,bihar,madhubani,35
2006,bihar,madhubani,14
2007,bihar,madhubani,36
2008,bihar,madhubani,182
2009,bihar,madhubani,20
2010,bihar,madhubani,6
2011,bihar,madhubani,0
2012,bihar,madhubani,0
2013,bihar,madhubani,1
2001,tamilnadu,madurai_rural,52
2002,tamilnadu,madurai_rural,60
2003,tamilnadu,madurai_rural,58
2004,tamilnadu,madurai_rural,70
2005,tamilnadu,madurai_rural,57
2006,tamilnadu,madurai_rural,49
2007,tamilnadu,madurai_rural,54
2008,tamilnadu,madurai_rural,72
2009,tamilnadu,madurai_rural,75
2010,tamilnadu,madurai_rural,62
2011,tamilnadu,madurai_rural,68
2012,tamilnadu,madurai_rural,75
2013,tamilnadu,madurai_rural,73
2001,tamilnadu,madurai_urban,20
2002,tamilnadu,madurai_urban,23
2003,tamilnadu,madurai_urban,29
2004,tamilnadu,madurai_urban,34
2005,tamilnadu,madurai_urban,28
2006,tamilnadu,madurai_urban,12
2007,tamilnadu,madurai_urban,11
2008,tamilnadu,madurai_urban,11
2009,tamilnadu,madurai_urban,7
2010,tamilnadu,madurai_urban,12
2011,tamilnadu,madurai_urban,22
2012,tamilnadu,madurai_urban,28
2013,tamilnadu,madurai_urban,23
2001,andhrapradesh,mahaboobnagar,176
2002,andhrapradesh,mahaboobnagar,202
2003,andhrapradesh,mahaboobnagar,179
2004,andhrapradesh,mahaboobnagar,164
2005,andhrapradesh,mahaboobnagar,140
2006,andhrapradesh,mahaboobnagar,201
2007,andhrapradesh,mahaboobnagar,132
2008,andhrapradesh,mahaboobnagar,162
2009,andhrapradesh,mahaboobnagar,215
2010,andhrapradesh,mahaboobnagar,174
2011,andhrapradesh,mahaboobnagar,162
2012,andhrapradesh,mahaboobnagar,154
2013,andhrapradesh,mahaboobnagar,219
2001,uttarpradesh,maharajganj,13
2002,uttarpradesh,maharajganj,15
2003,uttarpradesh,maharajganj,7
2004,uttarpradesh,maharajganj,11
2005,uttarpradesh,maharajganj,14
2006,uttarpradesh,maharajganj,17
2007,uttarpradesh,maharajganj,18
2008,uttarpradesh,maharajganj,12
2009,uttarpradesh,maharajganj,12
2010,uttarpradesh,maharajganj,11
2011,uttarpradesh,maharajganj,15
2012,uttarpradesh,maharajganj,14
2013,uttarpradesh,maharajganj,40
2001,chhattisgarh,mahasamund,69
2002,chhattisgarh,mahasamund,56
2003,chhattisgarh,mahasamund,39
2004,chhattisgarh,mahasamund,54
2005,chhattisgarh,mahasamund,81
2006,chhattisgarh,mahasamund,64
2007,chhattisgarh,mahasamund,56
2008,chhattisgarh,mahasamund,57
2009,chhattisgarh,mahasamund,60
2010,chhattisgarh,mahasamund,65
2011,chhattisgarh,mahasamund,65
2012,chhattisgarh,mahasamund,63
2013,chhattisgarh,mahasamund,104
2001,haryana,mahendragarh,19
2002,haryana,mahendragarh,22
2003,haryana,mahendragarh,12
2004,haryana,mahendragarh,18
2005,haryana,mahendragarh,13
2006,haryana,mahendragarh,32
2007,haryana,mahendragarh,17
2008,haryana,mahendragarh,17
2009,haryana,mahendragarh,13
2010,haryana,mahendragarh,25
2011,haryana,mahendragarh,22
2012,haryana,mahendragarh,26
2013,haryana,mahendragarh,81
2001,uttarpradesh,mahoba,22
2002,uttarpradesh,mahoba,21
2003,uttarpradesh,mahoba,13
2004,uttarpradesh,mahoba,14
2005,uttarpradesh,mahoba,3
2006,uttarpradesh,mahoba,3
2007,uttarpradesh,mahoba,21
2008,uttarpradesh,mahoba,24
2009,uttarpradesh,mahoba,26
2010,uttarpradesh,mahoba,28
2011,uttarpradesh,mahoba,41
2012,uttarpradesh,mahoba,48
2013,uttarpradesh,mahoba,61
2001,uttarpradesh,mainpuri,32
2002,uttarpradesh,mainpuri,17
2003,uttarpradesh,mainpuri,10
2004,uttarpradesh,mainpuri,13
2005,uttarpradesh,mainpuri,8
2006,uttarpradesh,mainpuri,12
2007,uttarpradesh,mainpuri,32
2008,uttarpradesh,mainpuri,20
2009,uttarpradesh,mainpuri,38
2010,uttarpradesh,mainpuri,37
2011,uttarpradesh,mainpuri,52
2012,uttarpradesh,mainpuri,51
2013,uttarpradesh,mainpuri,92
2001,kerala,malappuram,92
2002,kerala,malappuram,90
2003,kerala,malappuram,57
2004,kerala,malappuram,133
2005,kerala,malappuram,130
2006,kerala,malappuram,145
2007,kerala,malappuram,139
2008,kerala,malappuram,149
2009,kerala,malappuram,141
2010,kerala,malappuram,156
2011,kerala,malappuram,232
2012,kerala,malappuram,221
2013,kerala,malappuram,272
2001,westbengal,malda,48
2002,westbengal,malda,60
2003,westbengal,malda,67
2004,westbengal,malda,112
2005,westbengal,malda,137
2006,westbengal,malda,110
2007,westbengal,malda,103
2008,westbengal,malda,83
2009,westbengal,malda,131
2010,westbengal,malda,139
2011,westbengal,malda,38
2012,westbengal,malda,177
2013,westbengal,malda,177
2001,odisha,malkangir,27
2002,odisha,malkangir,17
2003,odisha,malkangir,16
2004,odisha,malkangir,28
2005,odisha,malkangir,23
2006,odisha,malkangir,31
2007,odisha,malkangir,20
2008,odisha,malkangir,33
2009,odisha,malkangir,21
2010,odisha,malkangir,22
2011,odisha,malkangir,46
2012,odisha,malkangir,51
2013,odisha,malkangir,39
2001,mizoram,mamit,0
2002,mizoram,mamit,0
2003,mizoram,mamit,0
2004,mizoram,mamit,2
2005,mizoram,mamit,3
2006,mizoram,mamit,1
2007,mizoram,mamit,3
2008,mizoram,mamit,3
2009,mizoram,mamit,4
2010,mizoram,mamit,6
2011,mizoram,mamit,4
2012,mizoram,mamit,3
2013,mizoram,mamit,5
2001,himachalpradesh,mandi,59
2002,himachalpradesh,mandi,51
2003,himachalpradesh,mandi,52
2004,himachalpradesh,mandi,56
2005,himachalpradesh,mandi,70
2006,himachalpradesh,mandi,51
2007,himachalpradesh,mandi,70
2008,himachalpradesh,mandi,75
2009,himachalpradesh,mandi,59
2010,himachalpradesh,mandi,71
2011,himachalpradesh,mandi,55
2012,himachalpradesh,mandi,49
2013,himachalpradesh,mandi,73
2001,madhyapradesh,mandla,151
2002,madhyapradesh,mandla,107
2003,madhyapradesh,mandla,143
2004,madhyapradesh,mandla,110
2005,madhyapradesh,mandla,75
2006,madhyapradesh,mandla,81
2007,madhyapradesh,mandla,87
2008,madhyapradesh,mandla,87
2009,madhyapradesh,mandla,58
2010,madhyapradesh,mandla,68
2011,madhyapradesh,mandla,101
2012,madhyapradesh,mandla,94
2013,madhyapradesh,mandla,104
2001,madhyapradesh,mandsaur,102
2002,madhyapradesh,mandsaur,129
2003,madhyapradesh,mandsaur,126
2004,madhyapradesh,mandsaur,128
2005,madhyapradesh,mandsaur,129
2006,madhyapradesh,mandsaur,130
2007,madhyapradesh,mandsaur,132
2008,madhyapradesh,mandsaur,128
2009,madhyapradesh,mandsaur,124
2010,madhyapradesh,mandsaur,108
2011,madhyapradesh,mandsaur,100
2012,madhyapradesh,mandsaur,100
2013,madhyapradesh,mandsaur,143
2001,karnataka,mandya,50
2002,karnataka,mandya,45
2003,karnataka,mandya,65
2004,karnataka,mandya,46
2005,karnataka,mandya,56
2006,karnataka,mandya,79
2007,karnataka,mandya,66
2008,karnataka,mandya,59
2009,karnataka,mandya,85
2010,karnataka,mandya,117
2011,karnataka,mandya,98
2012,karnataka,mandya,149
2013,karnataka,mandya,221
2001,punjab,mansa,3
2002,punjab,mansa,7
2003,punjab,mansa,8
2004,punjab,mansa,1
2005,punjab,mansa,5
2006,punjab,mansa,9
2007,punjab,mansa,5
2008,punjab,mansa,6
2009,punjab,mansa,13
2010,punjab,mansa,2
2011,punjab,mansa,5
2012,punjab,mansa,9
2013,punjab,mansa,16
2001,uttarpradesh,mathura,48
2002,uttarpradesh,mathura,40
2003,uttarpradesh,mathura,21
2004,uttarpradesh,mathura,35
2005,uttarpradesh,mathura,31
2006,uttarpradesh,mathura,66
2007,uttarpradesh,mathura,62
2008,uttarpradesh,mathura,64
2009,uttarpradesh,mathura,42
2010,uttarpradesh,mathura,49
2011,uttarpradesh,mathura,76
2012,uttarpradesh,mathura,75
2013,uttarpradesh,mathura,99
2001,uttarpradesh,mau,33
2002,uttarpradesh,mau,29
2003,uttarpradesh,mau,10
2004,uttarpradesh,mau,11
2005,uttarpradesh,mau,10
2006,uttarpradesh,mau,8
2007,uttarpradesh,mau,21
2008,uttarpradesh,mau,29
2009,uttarpradesh,mau,22
2010,uttarpradesh,mau,30
2011,uttarpradesh,mau,31
2012,uttarpradesh,mau,31
2013,uttarpradesh,mau,53
2001,odisha,mayurbhanj,141
2002,odisha,mayurbhanj,125
2003,odisha,mayurbhanj,120
2004,odisha,mayurbhanj,102
2005,odisha,mayurbhanj,136
2006,odisha,mayurbhanj,159
2007,odisha,mayurbhanj,176
2008,odisha,mayurbhanj,200
2009,odisha,mayurbhanj,214
2010,odisha,mayurbhanj,189
2011,odisha,mayurbhanj,227
2012,odisha,mayurbhanj,295
2013,odisha,mayurbhanj,343
2001,andhrapradesh,medak,100
2002,andhrapradesh,medak,103
2003,andhrapradesh,medak,128
2004,andhrapradesh,medak,86
2005,andhrapradesh,medak,88
2006,andhrapradesh,medak,107
2007,andhrapradesh,medak,115
2008,andhrapradesh,medak,114
2009,andhrapradesh,medak,118
2010,andhrapradesh,medak,103
2011,andhrapradesh,medak,121
2012,andhrapradesh,medak,112
2013,andhrapradesh,medak,169
2001,uttarpradesh,meerut,59
2002,uttarpradesh,meerut,47
2003,uttarpradesh,meerut,31
2004,uttarpradesh,meerut,52
2005,uttarpradesh,meerut,66
2006,uttarpradesh,meerut,74
2007,uttarpradesh,meerut,63
2008,uttarpradesh,meerut,73
2009,uttarpradesh,meerut,47
2010,uttarpradesh,meerut,91
2011,uttarpradesh,meerut,99
2012,uttarpradesh,meerut,129
2013,uttarpradesh,meerut,277
2001,gujarat,mehsana,47
2002,gujarat,mehsana,40
2003,gujarat,mehsana,34
2004,gujarat,mehsana,25
2005,gujarat,mehsana,25
2006,gujarat,mehsana,28
2007,gujarat,mehsana,23
2008,gujarat,mehsana,33
2009,gujarat,mehsana,23
2010,gujarat,mehsana,27
2011,gujarat,mehsana,20
2012,gujarat,mehsana,28
2013,gujarat,mehsana,37
2001,uttarpradesh,mirzapur,16
2002,uttarpradesh,mirzapur,15
2003,uttarpradesh,mirzapur,6
2004,uttarpradesh,mirzapur,18
2005,uttarpradesh,mirzapur,11
2006,uttarpradesh,mirzapur,11
2007,uttarpradesh,mirzapur,13
2008,uttarpradesh,mirzapur,16
2009,uttarpradesh,mirzapur,9
2010,uttarpradesh,mirzapur,4
2011,uttarpradesh,mirzapur,3
2012,uttarpradesh,mirzapur,3
2013,uttarpradesh,mirzapur,5
2001,punjab,moga,8
2002,punjab,moga,7
2003,punjab,moga,16
2004,punjab,moga,5
2005,punjab,moga,6
2006,punjab,moga,24
2007,punjab,moga,20
2008,punjab,moga,19
2009,punjab,moga,19
2010,punjab,moga,10
2011,punjab,moga,3
2012,punjab,moga,14
2013,punjab,moga,22
2001,nagaland,mokokchung,0
2002,nagaland,mokokchung,0
2003,nagaland,mokokchung,0
2004,nagaland,mokokchung,0
2005,nagaland,mokokchung,1
2006,nagaland,mokokchung,0
2007,nagaland,mokokchung,0
2008,nagaland,mokokchung,0
2009,nagaland,mokokchung,0
2010,nagaland,mokokchung,1
2011,nagaland,mokokchung,0
2012,nagaland,mokokchung,3
2013,nagaland,mokokchung,0
2001,nagaland,mon,0
2002,nagaland,mon,0
2003,nagaland,mon,0
2004,nagaland,mon,0
2005,nagaland,mon,1
2006,nagaland,mon,0
2007,nagaland,mon,1
2008,nagaland,mon,1
2009,nagaland,mon,0
2010,nagaland,mon,0
2011,nagaland,mon,0
2012,nagaland,mon,0
2013,nagaland,mon,0
2001,uttarpradesh,moradabad,79
2002,uttarpradesh,moradabad,53
2003,uttarpradesh,moradabad,25
2004,uttarpradesh,moradabad,66
2005,uttarpradesh,moradabad,95
2006,uttarpradesh,moradabad,69
2007,uttarpradesh,moradabad,83
2008,uttarpradesh,moradabad,117
2009,uttarpradesh,moradabad,63
2010,uttarpradesh,moradabad,76
2011,uttarpradesh,moradabad,48
2012,uttarpradesh,moradabad,72
2013,uttarpradesh,moradabad,156
2001,madhyapradesh,morena,77
2002,madhyapradesh,morena,73
2003,madhyapradesh,morena,93
2004,madhyapradesh,morena,89
2005,madhyapradesh,morena,89
2006,madhyapradesh,morena,77
2007,madhyapradesh,morena,104
2008,madhyapradesh,morena,73
2009,madhyapradesh,morena,83
2010,madhyapradesh,morena,80
2011,madhyapradesh,morena,85
2012,madhyapradesh,morena,107
2013,madhyapradesh,morena,116
2001,assam,morigaon,6
2002,assam,morigaon,39
2003,assam,morigaon,34
2004,assam,morigaon,12
2005,assam,morigaon,67
2006,assam,morigaon,72
2007,assam,morigaon,63
2008,assam,morigaon,57
2009,assam,morigaon,60
2010,assam,morigaon,63
2011,assam,morigaon,12
2012,assam,morigaon,25
2013,assam,morigaon,45
2001,bihar,motihari,3
2002,bihar,motihari,12
2003,bihar,motihari,49
2004,bihar,motihari,15
2005,bihar,motihari,13
2006,bihar,motihari,11
2007,bihar,motihari,20
2008,bihar,motihari,14
2009,bihar,motihari,6
2010,bihar,motihari,0
2011,bihar,motihari,8
2012,bihar,motihari,0
2013,bihar,motihari,5
2001,punjab,muktsar,2
2002,punjab,muktsar,3
2003,punjab,muktsar,12
2004,punjab,muktsar,6
2005,punjab,muktsar,18
2006,punjab,muktsar,5
2007,punjab,muktsar,11
2008,punjab,muktsar,6
2009,punjab,muktsar,2
2010,punjab,muktsar,5
2011,punjab,muktsar,8
2012,punjab,muktsar,10
2013,punjab,muktsar,20
2001,maharashtra,mumbai_rly.,5
2002,maharashtra,mumbai_rly.,4
2003,maharashtra,mumbai_rly.,16
2004,maharashtra,mumbai_rly.,9
2005,maharashtra,mumbai_rly.,12
2006,maharashtra,mumbai_rly.,17
2007,maharashtra,mumbai_rly.,5
2008,maharashtra,mumbai_rly.,12
2009,maharashtra,mumbai_rly.,12
2010,maharashtra,mumbai_rly.,15
2011,maharashtra,mumbai_rly.,8
2012,maharashtra,mumbai_rly.,21
2013,maharashtra,mumbai_rly.,41
2001,bihar,munger,0
2002,bihar,munger,0
2003,bihar,munger,16
2004,bihar,munger,12
2005,bihar,munger,10
2006,bihar,munger,10
2007,bihar,munger,0
2008,bihar,munger,2
2009,bihar,munger,0
2010,bihar,munger,3
2011,bihar,munger,2
2012,bihar,munger,1
2013,bihar,munger,5
2001,westbengal,murshidabad,36
2002,westbengal,murshidabad,58
2003,westbengal,murshidabad,131
2004,westbengal,murshidabad,201
2005,westbengal,murshidabad,223
2006,westbengal,murshidabad,217
2007,westbengal,murshidabad,250
2008,westbengal,murshidabad,184
2009,westbengal,murshidabad,348
2010,westbengal,murshidabad,609
2011,westbengal,murshidabad,621
2012,westbengal,murshidabad,609
2013,westbengal,murshidabad,407
2001,uttarpradesh,muzaffarnagar,51
2002,uttarpradesh,muzaffarnagar,34
2003,uttarpradesh,muzaffarnagar,23
2004,uttarpradesh,muzaffarnagar,34
2005,uttarpradesh,muzaffarnagar,46
2006,uttarpradesh,muzaffarnagar,46
2007,uttarpradesh,muzaffarnagar,56
2008,uttarpradesh,muzaffarnagar,39
2009,uttarpradesh,muzaffarnagar,64
2010,uttarpradesh,muzaffarnagar,52
2011,uttarpradesh,muzaffarnagar,37
2012,uttarpradesh,muzaffarnagar,38
2013,uttarpradesh,muzaffarnagar,125
2001,bihar,muzaffarpur,81
2002,bihar,muzaffarpur,26
2003,bihar,muzaffarpur,27
2004,bihar,muzaffarpur,11
2005,bihar,muzaffarpur,17
2006,bihar,muzaffarpur,7
2007,bihar,muzaffarpur,12
2008,bihar,muzaffarpur,15
2009,bihar,muzaffarpur,13
2010,bihar,muzaffarpur,7
2011,bihar,muzaffarpur,4
2012,bihar,muzaffarpur,0
2013,bihar,muzaffarpur,5
2001,bihar,muzaffarpur_rly.,4
2002,bihar,muzaffarpur_rly.,5
2003,bihar,muzaffarpur_rly.,4
2004,bihar,muzaffarpur_rly.,1
2005,bihar,muzaffarpur_rly.,0
2006,bihar,muzaffarpur_rly.,1
2007,bihar,muzaffarpur_rly.,0
2008,bihar,muzaffarpur_rly.,0
2009,bihar,muzaffarpur_rly.,5
2010,bihar,muzaffarpur_rly.,0
2011,bihar,muzaffarpur_rly.,11
2012,bihar,muzaffarpur_rly.,0
2013,bihar,muzaffarpur_rly.,1
2001,karnataka,mysore_commr.,8
2002,karnataka,mysore_commr.,17
2003,karnataka,mysore_commr.,14
2004,karnataka,mysore_commr.,6
2005,karnataka,mysore_commr.,17
2006,karnataka,mysore_commr.,14
2007,karnataka,mysore_commr.,25
2008,karnataka,mysore_commr.,28
2009,karnataka,mysore_commr.,22
2010,karnataka,mysore_commr.,22
2011,karnataka,mysore_commr.,23
2012,karnataka,mysore_commr.,22
2013,karnataka,mysore_commr.,11
2001,karnataka,mysore_rural,79
2002,karnataka,mysore_rural,63
2003,karnataka,mysore_rural,59
2004,karnataka,mysore_rural,79
2005,karnataka,mysore_rural,66
2006,karnataka,mysore_rural,43
2007,karnataka,mysore_rural,77
2008,karnataka,mysore_rural,68
