Year,STATE/UT,DISTRICT,Dowry_Deaths
2008,odisha,berhampur,4
2009,odisha,berhampur,3
2010,odisha,berhampur,4
2011,odisha,berhampur,9
2012,odisha,berhampur,10
2013,odisha,berhampur,1
2001,bihar,bettiah,17
2002,bihar,bettiah,31
2003,bihar,bettiah,21
2004,bihar,bettiah,29
2005,bihar,bettiah,19
2006,bihar,bettiah,23
2007,bihar,bettiah,21
2008,bihar,bettiah,33
2009,bihar,bettiah,37
2010,bihar,bettiah,33
2011,bihar,bettiah,32
2012,bihar,bettiah,28
2013,bihar,bettiah,26
2001,madhyapradesh,betul,7
2002,madhyapradesh,betul,13
2003,madhyapradesh,betul,9
2004,madhyapradesh,betul,18
2005,madhyapradesh,betul,22
2006,madhyapradesh,betul,13
2007,madhyapradesh,betul,13
2008,madhyapradesh,betul,17
2009,madhyapradesh,betul,18
2010,madhyapradesh,betul,24
2011,madhyapradesh,betul,20
2012,madhyapradesh,betul,11
2013,madhyapradesh,betul,7
2001,bihar,bhabhua,8
2002,bihar,bhabhua,17
2003,bihar,bhabhua,21
2004,bihar,bhabhua,28
2005,bihar,bhabhua,16
2006,bihar,bhabhua,19
2007,bihar,bhabhua,24
2008,bihar,bhabhua,19
2009,bihar,bhabhua,19
2010,bihar,bhabhua,27
2011,bihar,bhabhua,33
2012,bihar,bhabhua,21
2013,bihar,bhabhua,27
2001,odisha,bhadrak,23
2002,odisha,bhadrak,12
2003,odisha,bhadrak,21
2004,odisha,bhadrak,8
2005,odisha,bhadrak,9
2006,odisha,bhadrak,23
2007,odisha,bhadrak,36
2008,odisha,bhadrak,16
2009,odisha,bhadrak,23
2010,odisha,bhadrak,18
2011,odisha,bhadrak,24
2012,odisha,bhadrak,20
2013,odisha,bhadrak,12
2001,bihar,bhagalpur,20
2002,bihar,bhagalpur,19
2003,bihar,bhagalpur,13
2004,bihar,bhagalpur,12
2005,bihar,bhagalpur,18
2006,bihar,bhagalpur,19
2007,bihar,bhagalpur,21
2008,bihar,bhagalpur,27
2009,bihar,bhagalpur,15
2010,bihar,bhagalpur,20
2011,bihar,bhagalpur,12
2012,bihar,bhagalpur,24
2013,bihar,bhagalpur,19
2001,maharashtra,bhandara,5
2002,maharashtra,bhandara,3
2003,maharashtra,bhandara,7
2004,maharashtra,bhandara,1
2005,maharashtra,bhandara,3
2006,maharashtra,bhandara,4
2007,maharashtra,bhandara,2
2008,maharashtra,bhandara,0
2009,maharashtra,bhandara,4
2010,maharashtra,bhandara,3
2011,maharashtra,bhandara,1
2012,maharashtra,bhandara,3
2013,maharashtra,bhandara,0
2001,rajasthan,bharatpur,24
2002,rajasthan,bharatpur,27
2003,rajasthan,bharatpur,30
2004,rajasthan,bharatpur,16
2005,rajasthan,bharatpur,35
2006,rajasthan,bharatpur,16
2007,rajasthan,bharatpur,30
2008,rajasthan,bharatpur,24
2009,rajasthan,bharatpur,35
2010,rajasthan,bharatpur,33
2011,rajasthan,bharatpur,29
2012,rajasthan,bharatpur,32
2013,rajasthan,bharatpur,34
2001,gujarat,bharuch,0
2002,gujarat,bharuch,0
2003,gujarat,bharuch,0
2004,gujarat,bharuch,0
2005,gujarat,bharuch,0
2006,gujarat,bharuch,0
2007,gujarat,bharuch,0
2008,gujarat,bharuch,0
2009,gujarat,bharuch,0
2010,gujarat,bharuch,0
2011,gujarat,bharuch,0
2012,gujarat,bharuch,0
2013,gujarat,bharuch,0
2001,punjab,bhatinda,4
2002,punjab,bhatinda,5
2003,punjab,bhatinda,1
2004,punjab,bhatinda,5
2005,punjab,bhatinda,2
2006,punjab,bhatinda,5
2007,punjab,bhatinda,6
2008,punjab,bhatinda,4
2009,punjab,bhatinda,5
2010,punjab,bhatinda,3
2011,punjab,bhatinda,5
2012,punjab,bhatinda,6
2013,punjab,bhatinda,4
2001,gujarat,bhavnagar,2
2002,gujarat,bhavnagar,4
2003,gujarat,bhavnagar,6
2004,gujarat,bhavnagar,0
2005,gujarat,bhavnagar,3
2006,gujarat,bhavnagar,7
2007,gujarat,bhavnagar,1
2008,gujarat,bhavnagar,0
2009,gujarat,bhavnagar,0
2010,gujarat,bhavnagar,0
2011,gujarat,bhavnagar,0
2012,gujarat,bhavnagar,0
2013,gujarat,bhavnagar,1
2001,rajasthan,bhilwara,5
2002,rajasthan,bhilwara,4
2003,rajasthan,bhilwara,6
2004,rajasthan,bhilwara,11
2005,rajasthan,bhilwara,14
2006,rajasthan,bhilwara,9
2007,rajasthan,bhilwara,10
2008,rajasthan,bhilwara,13
2009,rajasthan,bhilwara,7
2010,rajasthan,bhilwara,3
2011,rajasthan,bhilwara,16
2012,rajasthan,bhilwara,10
2013,rajasthan,bhilwara,8
2001,madhyapradesh,bhind,34
2002,madhyapradesh,bhind,36
2003,madhyapradesh,bhind,24
2004,madhyapradesh,bhind,35
2005,madhyapradesh,bhind,28
2006,madhyapradesh,bhind,32
2007,madhyapradesh,bhind,38
2008,madhyapradesh,bhind,30
2009,madhyapradesh,bhind,38
2010,madhyapradesh,bhind,40
2011,madhyapradesh,bhind,28
2012,madhyapradesh,bhind,40
2013,madhyapradesh,bhind,28
2001,haryana,bhiwani,33
2002,haryana,bhiwani,35
2003,haryana,bhiwani,28
2004,haryana,bhiwani,28
2005,haryana,bhiwani,19
2006,haryana,bhiwani,19
2007,haryana,bhiwani,17
2008,haryana,bhiwani,14
2009,haryana,bhiwani,17
2010,haryana,bhiwani,22
2011,haryana,bhiwani,18
2012,haryana,bhiwani,19
2013,haryana,bhiwani,20
2001,bihar,bhojpur,23
2002,bihar,bhojpur,51
2003,bihar,bhojpur,24
2004,bihar,bhojpur,34
2005,bihar,bhojpur,38
2006,bihar,bhojpur,26
2007,bihar,bhojpur,42
2008,bihar,bhojpur,57
2009,bihar,bhojpur,54
2010,bihar,bhojpur,50
2011,bihar,bhojpur,40
2012,bihar,bhojpur,38
2013,bihar,bhojpur,38
2001,madhyapradesh,bhopal,15
2002,madhyapradesh,bhopal,16
2003,madhyapradesh,bhopal,16
2004,madhyapradesh,bhopal,29
2005,madhyapradesh,bhopal,13
2006,madhyapradesh,bhopal,22
2007,madhyapradesh,bhopal,24
2008,madhyapradesh,bhopal,28
2009,madhyapradesh,bhopal,46
2010,madhyapradesh,bhopal,31
2011,madhyapradesh,bhopal,19
2012,madhyapradesh,bhopal,19
2013,madhyapradesh,bhopal,18
2001,madhyapradesh,bhopal_rly.,0
2002,madhyapradesh,bhopal_rly.,0
2003,madhyapradesh,bhopal_rly.,2
2004,madhyapradesh,bhopal_rly.,0
2005,madhyapradesh,bhopal_rly.,3
2006,madhyapradesh,bhopal_rly.,2
2007,madhyapradesh,bhopal_rly.,2
2008,madhyapradesh,bhopal_rly.,1
2009,madhyapradesh,bhopal_rly.,2
2010,madhyapradesh,bhopal_rly.,4
2011,madhyapradesh,bhopal_rly.,0
2012,madhyapradesh,bhopal_rly.,0
2013,madhyapradesh,bhopal_rly.,0
2001,karnataka,bidar,2
2002,karnataka,bidar,10
2003,karnataka,bidar,5
2004,karnataka,bidar,8
2005,karnataka,bidar,10
2006,karnataka,bidar,10
2007,karnataka,bidar,4
2008,karnataka,bidar,11
2009,karnataka,bidar,3
2010,karnataka,bidar,6
2011,karnataka,bidar,7
2012,karnataka,bidar,10
2013,karnataka,bidar,7
2001,karnataka,bijapur,1
2002,karnataka,bijapur,5
2003,karnataka,bijapur,4
2004,karnataka,bijapur,2
2005,karnataka,bijapur,0
2006,karnataka,bijapur,4
2007,karnataka,bijapur,2
2008,karnataka,bijapur,1
2009,karnataka,bijapur,0
2010,karnataka,bijapur,5
2011,karnataka,bijapur,8
2012,karnataka,bijapur,4
2013,karnataka,bijapur,2
2001,uttarpradesh,bijnor,31
2002,uttarpradesh,bijnor,34
2003,uttarpradesh,bijnor,24
2004,uttarpradesh,bijnor,21
2005,uttarpradesh,bijnor,26
2006,uttarpradesh,bijnor,18
2007,uttarpradesh,bijnor,26
2008,uttarpradesh,bijnor,19
2009,uttarpradesh,bijnor,22
2010,uttarpradesh,bijnor,27
2011,uttarpradesh,bijnor,30
2012,uttarpradesh,bijnor,19
2013,uttarpradesh,bijnor,31
2001,rajasthan,bikaner,13
2002,rajasthan,bikaner,13
2003,rajasthan,bikaner,14
2004,rajasthan,bikaner,23
2005,rajasthan,bikaner,12
2006,rajasthan,bikaner,16
2007,rajasthan,bikaner,18
2008,rajasthan,bikaner,12
2009,rajasthan,bikaner,11
2010,rajasthan,bikaner,18
2011,rajasthan,bikaner,17
2012,rajasthan,bikaner,16
2013,rajasthan,bikaner,18
2001,chhattisgarh,bilaspur,7
2001,himachalpradesh,bilaspur,1
2002,chhattisgarh,bilaspur,13
2002,himachalpradesh,bilaspur,0
2003,chhattisgarh,bilaspur,18
2003,himachalpradesh,bilaspur,0
2004,chhattisgarh,bilaspur,9
2004,himachalpradesh,bilaspur,0
2005,chhattisgarh,bilaspur,18
2005,himachalpradesh,bilaspur,0
2006,chhattisgarh,bilaspur,23
2006,himachalpradesh,bilaspur,0
2007,chhattisgarh,bilaspur,26
2007,himachalpradesh,bilaspur,0
2008,chhattisgarh,bilaspur,19
2008,himachalpradesh,bilaspur,2
2009,chhattisgarh,bilaspur,30
2009,himachalpradesh,bilaspur,1
2010,chhattisgarh,bilaspur,20
2010,himachalpradesh,bilaspur,0
2011,chhattisgarh,bilaspur,17
2011,himachalpradesh,bilaspur,0
2012,chhattisgarh,bilaspur,10
2012,himachalpradesh,bilaspur,0
2013,chhattisgarh,bilaspur,13
2013,himachalpradesh,bilaspur,0
2001,westbengal,birbhum,4
2002,westbengal,birbhum,1
2003,westbengal,birbhum,13
2004,westbengal,birbhum,9
2005,westbengal,birbhum,5
2006,westbengal,birbhum,18
2007,westbengal,birbhum,9
2008,westbengal,birbhum,26
2009,westbengal,birbhum,18
2010,westbengal,birbhum,25
2011,westbengal,birbhum,25
2012,westbengal,birbhum,23
2013,westbengal,birbhum,12
2001,manipur,bishnupur,0
2002,manipur,bishnupur,0
2003,manipur,bishnupur,0
2004,manipur,bishnupur,0
2005,manipur,bishnupur,0
2006,manipur,bishnupur,0
2007,manipur,bishnupur,0
2008,manipur,bishnupur,0
2009,manipur,bishnupur,0
2010,manipur,bishnupur,0
2011,manipur,bishnupur,0
2012,manipur,bishnupur,0
2013,manipur,bishnupur,0
2001,chhattisgarh,bizapur,0
2002,chhattisgarh,bizapur,0
2003,chhattisgarh,bizapur,0
2004,chhattisgarh,bizapur,1
2005,chhattisgarh,bizapur,0
2006,chhattisgarh,bizapur,0
2007,chhattisgarh,bizapur,0
2008,chhattisgarh,bizapur,0
2009,chhattisgarh,bizapur,0
2010,chhattisgarh,bizapur,0
2011,chhattisgarh,bizapur,0
2012,chhattisgarh,bizapur,0
2013,chhattisgarh,bizapur,0
2001,jharkhand,bokaro,25
2002,jharkhand,bokaro,29
2003,jharkhand,bokaro,29
2004,jharkhand,bokaro,29
2005,jharkhand,bokaro,19
2006,jharkhand,bokaro,16
2007,jharkhand,bokaro,21
2008,jharkhand,bokaro,15
2009,jharkhand,bokaro,16
2010,jharkhand,bokaro,26
2011,jharkhand,bokaro,13
2012,jharkhand,bokaro,21
2013,jharkhand,bokaro,15
2001,odisha,bolangir,4
2002,odisha,bolangir,4
2003,odisha,bolangir,0
2004,odisha,bolangir,6
2005,odisha,bolangir,11
2006,odisha,bolangir,7
2007,odisha,bolangir,16
2008,odisha,bolangir,12
2009,odisha,bolangir,5
2010,odisha,bolangir,4
2011,odisha,bolangir,6
2012,odisha,bolangir,7
2013,odisha,bolangir,11
2001,assam,bongaigaon,1
2002,assam,bongaigaon,3
2003,assam,bongaigaon,6
2004,assam,bongaigaon,3
2005,assam,bongaigaon,3
2006,assam,bongaigaon,0
2007,assam,bongaigaon,5
2008,assam,bongaigaon,5
2009,assam,bongaigaon,4
2010,assam,bongaigaon,14
2011,assam,bongaigaon,5
2012,assam,bongaigaon,6
2013,assam,bongaigaon,9
2001,odisha,boudh,1
2002,odisha,boudh,1
2003,odisha,boudh,1
2004,odisha,boudh,2
2005,odisha,boudh,3
2006,odisha,boudh,1
2007,odisha,boudh,1
2008,odisha,boudh,3
2009,odisha,boudh,4
2010,odisha,boudh,2
2011,odisha,boudh,0
2012,odisha,boudh,0
2013,odisha,boudh,1
2001,jammu&kashmir,budgam,0
2002,jammu&kashmir,budgam,0
2003,jammu&kashmir,budgam,0
2004,jammu&kashmir,budgam,0
2005,jammu&kashmir,budgam,0
2006,jammu&kashmir,budgam,0
2007,jammu&kashmir,budgam,0
2008,jammu&kashmir,budgam,0
2009,jammu&kashmir,budgam,0
2010,jammu&kashmir,budgam,0
2011,jammu&kashmir,budgam,0
2012,jammu&kashmir,budgam,0
2013,jammu&kashmir,budgam,0
2001,uttarpradesh,bulandshahar,45
2002,uttarpradesh,bulandshahar,47
2003,uttarpradesh,bulandshahar,25
2004,uttarpradesh,bulandshahar,36
2005,uttarpradesh,bulandshahar,41
2006,uttarpradesh,bulandshahar,33
2007,uttarpradesh,bulandshahar,36
2008,uttarpradesh,bulandshahar,29
2009,uttarpradesh,bulandshahar,53
2010,uttarpradesh,bulandshahar,40
2011,uttarpradesh,bulandshahar,50
2012,uttarpradesh,bulandshahar,48
2013,uttarpradesh,bulandshahar,52
2001,maharashtra,buldhana,35
2002,maharashtra,buldhana,17
2003,maharashtra,buldhana,61
2004,maharashtra,buldhana,18
2005,maharashtra,buldhana,53
2006,maharashtra,buldhana,13
2007,maharashtra,buldhana,12
2008,maharashtra,buldhana,9
2009,maharashtra,buldhana,27
2010,maharashtra,buldhana,34
2011,maharashtra,buldhana,14
2012,maharashtra,buldhana,27
2013,maharashtra,buldhana,20
2001,rajasthan,bundi,2
2002,rajasthan,bundi,7
2003,rajasthan,bundi,4
2004,rajasthan,bundi,4
2005,rajasthan,bundi,5
2006,rajasthan,bundi,5
2007,rajasthan,bundi,2
2008,rajasthan,bundi,3
2009,rajasthan,bundi,5
2010,rajasthan,bundi,3
2011,rajasthan,bundi,6
2012,rajasthan,bundi,5
2013,rajasthan,bundi,2
2001,westbengal,burdwan,32
2002,westbengal,burdwan,21
2003,westbengal,burdwan,26
2004,westbengal,burdwan,40
2005,westbengal,burdwan,40
2006,westbengal,burdwan,27
2007,westbengal,burdwan,31
2008,westbengal,burdwan,24
2009,westbengal,burdwan,30
2010,westbengal,burdwan,28
2011,westbengal,burdwan,16
2012,westbengal,burdwan,55
2013,westbengal,burdwan,25
2001,bihar,buxar,15
2002,bihar,buxar,16
2003,bihar,buxar,14
2004,bihar,buxar,21
2005,bihar,buxar,30
2006,bihar,buxar,25
2007,bihar,buxar,23
2008,bihar,buxar,29
2009,bihar,buxar,26
2010,bihar,buxar,17
2011,bihar,buxar,37
2012,bihar,buxar,28
2013,bihar,buxar,9
2001,assam,c.i.d.,0
2002,assam,c.i.d.,0
2003,assam,c.i.d.,0
2004,assam,c.i.d.,0
2005,assam,c.i.d.,0
2006,assam,c.i.d.,0
2007,assam,c.i.d.,0
2008,assam,c.i.d.,0
2009,assam,c.i.d.,0
2010,assam,c.i.d.,0
2011,assam,c.i.d.,0
2012,assam,c.i.d.,0
2013,assam,c.i.d.,0
2001,assam,cachar,7
2002,assam,cachar,7
2003,assam,cachar,3
2004,assam,cachar,4
2005,assam,cachar,4
2006,assam,cachar,5
2007,assam,cachar,4
2008,assam,cachar,13
2009,assam,cachar,23
2010,assam,cachar,15
2011,assam,cachar,4
2012,assam,cachar,19
2013,assam,cachar,12
2001,delhi,central,4
2002,delhi,central,2
2003,delhi,central,4
2004,delhi,central,1
2005,delhi,central,4
2006,delhi,central,3
2007,delhi,central,6
2008,delhi,central,6
2009,delhi,central,6
2010,delhi,central,2
2011,delhi,central,3
2012,delhi,central,4
2013,delhi,central,2
2001,jharkhand,chaibasa,0
2002,jharkhand,chaibasa,0
2003,jharkhand,chaibasa,0
2004,jharkhand,chaibasa,0
2005,jharkhand,chaibasa,0
2006,jharkhand,chaibasa,7
2007,jharkhand,chaibasa,6
2008,jharkhand,chaibasa,7
2009,jharkhand,chaibasa,6
2010,jharkhand,chaibasa,1
2011,jharkhand,chaibasa,6
2012,jharkhand,chaibasa,6
2013,jharkhand,chaibasa,0
2001,karnataka,chamarajnagar,7
2002,karnataka,chamarajnagar,1
2003,karnataka,chamarajnagar,4
2004,karnataka,chamarajnagar,4
2005,karnataka,chamarajnagar,3
2006,karnataka,chamarajnagar,1
2007,karnataka,chamarajnagar,2
2008,karnataka,chamarajnagar,4
2009,karnataka,chamarajnagar,6
2010,karnataka,chamarajnagar,3
2011,karnataka,chamarajnagar,9
2012,karnataka,chamarajnagar,2
2013,karnataka,chamarajnagar,4
2001,himachalpradesh,chamba,0
2002,himachalpradesh,chamba,2
2003,himachalpradesh,chamba,0
2004,himachalpradesh,chamba,1
2005,himachalpradesh,chamba,1
2006,himachalpradesh,chamba,0
2007,himachalpradesh,chamba,0
2008,himachalpradesh,chamba,0
2009,himachalpradesh,chamba,0
2010,himachalpradesh,chamba,1
2011,himachalpradesh,chamba,2
2012,himachalpradesh,chamba,1
2013,himachalpradesh,chamba,0
2001,uttarakhand,chamoli,3
2002,uttarakhand,chamoli,5
2003,uttarakhand,chamoli,3
2004,uttarakhand,chamoli,1
2005,uttarakhand,chamoli,6
2006,uttarakhand,chamoli,5
2007,uttarakhand,chamoli,2
2008,uttarakhand,chamoli,1
2009,uttarakhand,chamoli,0
2010,uttarakhand,chamoli,0
2011,uttarakhand,chamoli,0
2012,uttarakhand,chamoli,1
2013,uttarakhand,chamoli,0
2001,uttarakhand,champawat,0
2002,uttarakhand,champawat,1
2003,uttarakhand,champawat,2
2004,uttarakhand,champawat,0
2005,uttarakhand,champawat,3
2006,uttarakhand,champawat,0
2007,uttarakhand,champawat,0
2008,uttarakhand,champawat,3
2009,uttarakhand,champawat,2
2010,uttarakhand,champawat,1
2011,uttarakhand,champawat,0
2012,uttarakhand,champawat,1
2013,uttarakhand,champawat,1
2001,mizoram,champhai,0
2002,mizoram,champhai,0
2003,mizoram,champhai,0
2004,mizoram,champhai,0
2005,mizoram,champhai,0
2006,mizoram,champhai,0
2007,mizoram,champhai,0
2008,mizoram,champhai,0
2009,mizoram,champhai,0
2010,mizoram,champhai,0
2011,mizoram,champhai,0
2012,mizoram,champhai,0
2013,mizoram,champhai,0
2001,manipur,chandel,0
2002,manipur,chandel,0
2003,manipur,chandel,0
2004,manipur,chandel,0
2005,manipur,chandel,0
2006,manipur,chandel,0
2007,manipur,chandel,0
2008,manipur,chandel,0
2009,manipur,chandel,0
2010,manipur,chandel,0
2011,manipur,chandel,0
2012,manipur,chandel,0
2013,manipur,chandel,0
2001,chandigarh,chandigarh,3
2002,chandigarh,chandigarh,1
2003,chandigarh,chandigarh,1
2004,chandigarh,chandigarh,6
2005,chandigarh,chandigarh,3
2006,chandigarh,chandigarh,10
2007,chandigarh,chandigarh,1
2008,chandigarh,chandigarh,3
2009,chandigarh,chandigarh,2
2010,chandigarh,chandigarh,5
2011,chandigarh,chandigarh,2
2012,chandigarh,chandigarh,5
2013,chandigarh,chandigarh,1
2001,uttarpradesh,chandoli,16
2002,uttarpradesh,chandoli,14
2003,uttarpradesh,chandoli,11
2004,uttarpradesh,chandoli,10
2005,uttarpradesh,chandoli,9
2006,uttarpradesh,chandoli,12
2007,uttarpradesh,chandoli,22
2008,uttarpradesh,chandoli,19
2009,uttarpradesh,chandoli,13
2010,uttarpradesh,chandoli,15
2011,uttarpradesh,chandoli,17
2012,uttarpradesh,chandoli,14
2013,uttarpradesh,chandoli,16
2001,maharashtra,chandrapur,2
2002,maharashtra,chandrapur,3
2003,maharashtra,chandrapur,3
2004,maharashtra,chandrapur,3
2005,maharashtra,chandrapur,2
2006,maharashtra,chandrapur,6
2007,maharashtra,chandrapur,5
2008,maharashtra,chandrapur,14
2009,maharashtra,chandrapur,9
2010,maharashtra,chandrapur,7
2011,maharashtra,chandrapur,4
2012,maharashtra,chandrapur,4
2013,maharashtra,chandrapur,8
2001,arunachalpradesh,changlang,0
2002,arunachalpradesh,changlang,0
2003,arunachalpradesh,changlang,0
2004,arunachalpradesh,changlang,0
2005,arunachalpradesh,changlang,0
2006,arunachalpradesh,changlang,0
2007,arunachalpradesh,changlang,0
2008,arunachalpradesh,changlang,0
2009,arunachalpradesh,changlang,0
2010,arunachalpradesh,changlang,0
2011,arunachalpradesh,changlang,0
2012,arunachalpradesh,changlang,1
2013,arunachalpradesh,changlang,0
2001,jharkhand,chatra,7
2002,jharkhand,chatra,15
2003,jharkhand,chatra,16
2004,jharkhand,chatra,15
2005,jharkhand,chatra,14
2006,jharkhand,chatra,16
2007,jharkhand,chatra,15
2008,jharkhand,chatra,14
2009,jharkhand,chatra,11
2010,jharkhand,chatra,18
2011,jharkhand,chatra,15
2012,jharkhand,chatra,8
2013,jharkhand,chatra,10
2001,tamilnadu,chennai,13
2002,tamilnadu,chennai,20
2003,tamilnadu,chennai,18
2004,tamilnadu,chennai,23
2005,tamilnadu,chennai,30
2006,tamilnadu,chennai,32
2007,tamilnadu,chennai,43
2008,tamilnadu,chennai,25
2009,tamilnadu,chennai,19
2010,tamilnadu,chennai,16
2011,tamilnadu,chennai,20
2012,tamilnadu,chennai,12
2013,tamilnadu,chennai,12
2001,tamilnadu,chennai_rly.,0
2002,tamilnadu,chennai_rly.,0
2003,tamilnadu,chennai_rly.,0
2004,tamilnadu,chennai_rly.,1
2005,tamilnadu,chennai_rly.,0
2006,tamilnadu,chennai_rly.,0
2007,tamilnadu,chennai_rly.,1
2008,tamilnadu,chennai_rly.,0
2009,tamilnadu,chennai_rly.,2
2010,tamilnadu,chennai_rly.,2
2011,tamilnadu,chennai_rly.,1
2012,tamilnadu,chennai_rly.,0
2013,tamilnadu,chennai_rly.,0
2001,madhyapradesh,chhatarpur,20
2002,madhyapradesh,chhatarpur,20
2003,madhyapradesh,chhatarpur,17
2004,madhyapradesh,chhatarpur,17
2005,madhyapradesh,chhatarpur,18
2006,madhyapradesh,chhatarpur,19
2007,madhyapradesh,chhatarpur,31
2008,madhyapradesh,chhatarpur,22
2009,madhyapradesh,chhatarpur,17
2010,madhyapradesh,chhatarpur,24
2011,madhyapradesh,chhatarpur,33
2012,madhyapradesh,chhatarpur,26
2013,madhyapradesh,chhatarpur,24
2001,madhyapradesh,chhindwara,10
2002,madhyapradesh,chhindwara,11
2003,madhyapradesh,chhindwara,12
2004,madhyapradesh,chhindwara,8
2005,madhyapradesh,chhindwara,15
2006,madhyapradesh,chhindwara,13
2007,madhyapradesh,chhindwara,16
2008,madhyapradesh,chhindwara,17
2009,madhyapradesh,chhindwara,18
2010,madhyapradesh,chhindwara,8
2011,madhyapradesh,chhindwara,14
2012,madhyapradesh,chhindwara,18
2013,madhyapradesh,chhindwara,9
2001,karnataka,chickmagalur,4
2002,karnataka,chickmagalur,3
2003,karnataka,chickmagalur,4
2004,karnataka,chickmagalur,5
2005,karnataka,chickmagalur,7
2006,karnataka,chickmagalur,4
2007,karnataka,chickmagalur,4
2008,karnataka,chickmagalur,8
2009,karnataka,chickmagalur,1
2010,karnataka,chickmagalur,11
2011,karnataka,chickmagalur,1
2012,karnataka,chickmagalur,4
2013,karnataka,chickmagalur,7
2001,karnataka,chitradurga,2
2002,karnataka,chitradurga,7
2003,karnataka,chitradurga,6
2004,karnataka,chitradurga,6
2005,karnataka,chitradurga,6
2006,karnataka,chitradurga,3
2007,karnataka,chitradurga,9
2008,karnataka,chitradurga,6
2009,karnataka,chitradurga,10
2010,karnataka,chitradurga,7
2011,karnataka,chitradurga,5
2012,karnataka,chitradurga,6
2013,karnataka,chitradurga,7
2001,uttarpradesh,chitrakoot_dham,8
2002,uttarpradesh,chitrakoot_dham,9
2003,uttarpradesh,chitrakoot_dham,6
2004,uttarpradesh,chitrakoot_dham,8
2005,uttarpradesh,chitrakoot_dham,12
2006,uttarpradesh,chitrakoot_dham,9
2007,uttarpradesh,chitrakoot_dham,7
2008,uttarpradesh,chitrakoot_dham,17
2009,uttarpradesh,chitrakoot_dham,9
2010,uttarpradesh,chitrakoot_dham,15
2011,uttarpradesh,chitrakoot_dham,14
2012,uttarpradesh,chitrakoot_dham,22
2013,uttarpradesh,chitrakoot_dham,14
2001,andhrapradesh,chittoor,14
2002,andhrapradesh,chittoor,16
2003,andhrapradesh,chittoor,23
2004,andhrapradesh,chittoor,22
2005,andhrapradesh,chittoor,9
2006,andhrapradesh,chittoor,18
2007,andhrapradesh,chittoor,25
2008,andhrapradesh,chittoor,26
2009,andhrapradesh,chittoor,19
2010,andhrapradesh,chittoor,32
2011,andhrapradesh,chittoor,25
2012,andhrapradesh,chittoor,33
2013,andhrapradesh,chittoor,13
2001,rajasthan,chittorgarh,7
2002,rajasthan,chittorgarh,7
2003,rajasthan,chittorgarh,6
2004,rajasthan,chittorgarh,7
2005,rajasthan,chittorgarh,7
2006,rajasthan,chittorgarh,9
2007,rajasthan,chittorgarh,6
2008,rajasthan,chittorgarh,6
2009,rajasthan,chittorgarh,7
2010,rajasthan,chittorgarh,6
2011,rajasthan,chittorgarh,4
2012,rajasthan,chittorgarh,6
2013,rajasthan,chittorgarh,4
2001,manipur,churachandpur,0
2002,manipur,churachandpur,0
2003,manipur,churachandpur,0
2004,manipur,churachandpur,0
2005,manipur,churachandpur,0
2006,manipur,churachandpur,0
2007,manipur,churachandpur,0
2008,manipur,churachandpur,0
2009,manipur,churachandpur,0
2010,manipur,churachandpur,0
2011,manipur,churachandpur,0
2012,manipur,churachandpur,0
2013,manipur,churachandpur,0
2001,rajasthan,churu,8
2002,rajasthan,churu,8
2003,rajasthan,churu,15
2004,rajasthan,churu,7
2005,rajasthan,churu,7
2006,rajasthan,churu,10
2007,rajasthan,churu,11
2008,rajasthan,churu,16
2009,rajasthan,churu,11
2010,rajasthan,churu,22
2011,rajasthan,churu,10
2012,rajasthan,churu,8
2013,rajasthan,churu,10
2001,tamilnadu,coimbatore_rural,16
